train_points,gpu_memory,time,train_mse_max,train_mse_tot,train_mse_avg,test_mse_noisy_max,test_mse_noisy_tot,test_mse_noisy_avg,test_mse_exact_max,test_mse_exact_tot,test_mse_exact_avg,train_mape_max,train_mape_tot,train_mape_avg,test_mape_noisy_max,test_mape_noisy_tot,test_mape_noisy_avg,test_mape_exact_max,test_mape_exact_tot,test_mape_exact_avg,test_mape_exact_uncorrected_max,test_mape_exact_uncorrected_tot,test_mape_exact_uncorrected_avg
500,0.0,24.160476446151733,4.1774791305573127e-05,1789337629776.3828,9.906094930049767e-07,1.7551129220315392e-05,2032966625778.6023,8.765323615685155e-07,1.7551129220315382e-05,2032966625778.5571,8.765323615684999e-07,0.013280976097373816,0.015116323682697825,0.010321180590891295,0.015144479006484959,0.016715493931079215,0.011239248736908621,0.015144479006484867,0.016715493931079198,0.011239248736908245,0.015134333373442605,0.016713305035464192,0.011238917058140774
1000,0.0,25.53381872177124,3.5649000354032555e-05,8147730085419.272,5.627637184040248e-07,3.15726318654879e-05,12271701499655.809,1.0011440720852914e-06,3.15726318654879e-05,12271701499655.771,1.001144072085289e-06,0.01218707101020484,0.017453694624799572,0.008943896159867336,0.012909912909709612,0.017348295651991554,0.009858936187853665,0.01290991290970959,0.01734829565199146,0.009858936187853863,0.012913752319725812,0.017310232930147294,0.009877073486802437
1500,0.0,27.925823211669922,3.481110047247225e-05,7053175608709.57,5.364207826703864e-07,3.120472043762731e-05,7471178963966.492,7.080995588427357e-07,3.1204720437627315e-05,7471178963966.543,7.080995588427323e-07,0.010431742777182453,0.01997310906052788,0.008249313562351425,0.010404545109437962,0.018832569069881424,0.008340423388786175,0.010404545109437927,0.01883256906988132,0.008340423388786336,0.010399464046442226,0.01880273098143593,0.00836160803654186
2000,0.0,31.077044010162354,6.171560783644727e-05,7263434586746.016,8.516594679084406e-07,3.270022140501161e-05,6504651866702.678,6.292030718830365e-07,3.2700221405011595e-05,6504651866702.86,6.292030718830315e-07,0.012200863849245916,0.018524563266128804,0.007342676638569428,0.011857233891956014,0.017969337487594324,0.00707223699151278,0.011857233891956049,0.01796933748759435,0.007072236991512741,0.011950523641302677,0.01783931818823428,0.006969126022416324
2500,0.0,38.151652812957764,2.653895072129826e-05,4135255053328.4927,7.653373235377e-07,1.2890607182704811e-05,2829445116331.0366,5.165856939233845e-07,1.2890607182704802e-05,2829445116331.153,5.165856939233803e-07,0.007165977771101788,0.012209709101827657,0.0069538789848587424,0.007124565028158642,0.012127692030469948,0.006988820585124209,0.007124565028158671,0.012127692030469898,0.0069888205851241,0.007208859147793468,0.011893999163339976,0.006946319545836838
3000,0.0,43.70277810096741,2.0881621429464245e-05,7098549235793.04,1.363413393722047e-06,1.0494508077447002e-05,5217752993839.895,9.367061435489211e-07,1.0494508077446995e-05,5217752993840.081,9.367061435489142e-07,0.0067540205016174614,0.020292513571787487,0.010252871237116159,0.006925542659334484,0.01994789836696215,0.010087616319650015,0.0069255426593345165,0.01994789836696218,0.010087616319649963,0.007080189565198376,0.019779800818866263,0.01004525161088218
3500,0.0,50.34854340553284,3.666634468863962e-05,5773756931953.035,8.044766062051782e-07,2.0839361346346194e-05,4380286833327.947,5.607926611378964e-07,2.0839361346346184e-05,4380286833328.097,5.607926611378914e-07,0.009246528409995559,0.01921651986210119,0.007953417292588793,0.009147007639465703,0.01895875325802356,0.00789374211307211,0.00914700763946571,0.018958753258023566,0.00789374211307204,0.009646386181887859,0.01891195679745822,0.007932853799200603
4000,0.0,56.61132574081421,3.8697079885740044e-05,2878294628581.635,6.098118816047189e-07,2.656873522087582e-05,2175496044353.588,4.610777484939365e-07,2.6568735220875806e-05,2175496044353.6785,4.610777484939318e-07,0.010059906913040498,0.011545351101088673,0.0065923722082219275,0.010114040663507646,0.011544520883515078,0.0066715401371385,0.010114040663507682,0.01154452088351508,0.006671540137138418,0.010650272403674492,0.011424660319162732,0.0066605560651908455
4500,0.0,63.72461175918579,3.2297661153664944e-05,3578191730436.6753,1.0044418569530002e-06,1.778698296806504e-05,2490531444151.505,7.258674244758415e-07,1.778698296806503e-05,2490531444151.5957,7.258674244758359e-07,0.008692500502629846,0.013484765910997494,0.009425495728892092,0.008742662844229606,0.013346651078926004,0.00937352836075839,0.008742662844229632,0.01334665107892602,0.009373528360758382,0.009091688004553847,0.013277060659981113,0.009495668353202423
5000,0.0,71.08922815322876,4.286842138633106e-05,4958501164435.9,1.2472542761205756e-06,2.637216936742257e-05,3780566246341.8784,1.0132372245671557e-06,2.637216936742256e-05,3780566246341.9834,1.0132372245671496e-06,0.01044938286446816,0.017046422927731085,0.010984951895702267,0.01051360446436367,0.017038290180510198,0.011061985618112325,0.010513604464363703,0.01703829018051024,0.011061985618112362,0.010916309854207842,0.01698911532168779,0.011325106687450025
